Date,Selic Over Anualizada (%)
2023-03-22,13.65
2023-03-23,13.65
2023-03-24,13.65
2023-03-27,13.65
2023-03-28,13.65
2023-03-29,13.65
2023-03-30,13.65
2023-03-31,13.65
2023-04-03,13.65
2023-04-04,13.65
2023-04-05,13.65
2023-04-06,13.65
2023-04-10,13.65
2023-04-11,13.65
2023-04-12,13.65
2023-04-13,13.65
2023-04-14,13.65
2023-04-17,13.65
2023-04-18,13.65
2023-04-19,13.65
2023-04-20,13.65
2023-04-24,13.65
2023-04-25,13.65
2023-04-26,13.65
2023-04-27,13.65
2023-04-28,13.65
2023-05-02,13.65
2023-05-03,13.65
2023-05-04,13.65
2023-05-05,13.65
2023-05-08,13.65
2023-05-09,13.65
2023-05-10,13.65
2023-05-11,13.65
2023-05-12,13.65
2023-05-15,13.65
2023-05-16,13.65
2023-05-17,13.65
2023-05-18,13.65
2023-05-19,13.65
2023-05-22,13.65
2023-05-23,13.65
2023-05-24,13.65
2023-05-25,13.65
2023-05-26,13.65
2023-05-29,13.65
2023-05-30,13.65
2023-05-31,13.65
2023-06-01,13.65
2023-06-02,13.65
2023-06-05,13.65
2023-06-06,13.65
2023-06-07,13.65
2023-06-09,13.65
2023-06-12,13.65
2023-06-13,13.65
2023-06-14,13.65
2023-06-15,13.65
2023-06-16,13.65
2023-06-19,13.65
2023-06-20,13.65
2023-06-21,13.65
2023-06-22,13.65
2023-06-23,13.65
2023-06-26,13.65
2023-06-27,13.65
2023-06-28,13.65
2023-06-29,13.65
2023-06-30,13.65
2023-07-03,13.65
2023-07-04,13.65
2023-07-05,13.65
2023-07-06,13.65
2023-07-07,13.65
2023-07-10,13.65
2023-07-11,13.65
2023-07-12,13.65
2023-07-13,13.65
2023-07-14,13.65
2023-07-17,13.65
2023-07-18,13.65
2023-07-19,13.65
2023-07-20,13.65
2023-07-21,13.65
2023-07-24,13.65
2023-07-25,13.65
2023-07-26,13.65
2023-07-27,13.65
2023-07-28,13.65
2023-07-31,13.65
2023-08-01,13.65
2023-08-02,13.65
2023-08-03,13.15
2023-08-04,13.15
2023-08-07,13.15
2023-08-08,13.15
2023-08-09,13.15
2023-08-10,13.15
2023-08-11,13.15
2023-08-14,13.15
2023-08-15,13.15
2023-08-16,13.15
2023-08-17,13.15
2023-08-18,13.15
2023-08-21,13.15
2023-08-22,13.15
2023-08-23,13.15
2023-08-24,13.15
2023-08-25,13.15
2023-08-28,13.15
2023-08-29,13.15
2023-08-30,13.15
2023-08-31,13.15
2023-09-01,13.15
2023-09-04,13.15
2023-09-05,13.15
2023-09-06,13.15
2023-09-08,13.15
2023-09-11,13.15
2023-09-12,13.15
2023-09-13,13.15
2023-09-14,13.15
2023-09-15,13.15
2023-09-18,13.15
2023-09-19,13.15
2023-09-20,13.15
2023-09-21,12.65
2023-09-22,12.65
2023-09-25,12.65
2023-09-26,12.65
2023-09-27,12.65
2023-09-28,12.65
2023-09-29,12.65
2023-10-02,12.65
2023-10-03,12.65
2023-10-04,12.65
2023-10-05,12.65
2023-10-06,12.65
2023-10-09,12.65
2023-10-10,12.65
2023-10-11,12.65
2023-10-13,12.65
2023-10-16,12.65
2023-10-17,12.65
2023-10-18,12.65
2023-10-19,12.65
2023-10-20,12.65
2023-10-23,12.65
2023-10-24,12.65
2023-10-25,12.65
2023-10-26,12.65
2023-10-27,12.65
2023-10-30,12.65
2023-10-31,12.65
2023-11-01,12.65
2023-11-03,12.15
2023-11-06,12.15
2023-11-07,12.15
2023-11-08,12.15
2023-11-09,12.15
2023-11-10,12.15
2023-11-13,12.15
2023-11-14,12.15
2023-11-16,12.15
2023-11-17,12.15
2023-11-20,12.15
2023-11-21,12.15
2023-11-22,12.15
2023-11-23,12.15
2023-11-24,12.15
2023-11-27,12.15
2023-11-28,12.15
2023-11-29,12.15
2023-11-30,12.15
2023-12-01,12.15
2023-12-04,12.15
2023-12-05,12.15
2023-12-06,12.15
2023-12-07,12.15
2023-12-08,12.15
2023-12-11,12.15
2023-12-12,12.15
2023-12-13,12.15
2023-12-14,11.65
2023-12-15,11.65
2023-12-18,11.65
2023-12-19,11.65
2023-12-20,11.65
2023-12-21,11.65
2023-12-22,11.65
2023-12-26,11.65
2023-12-27,11.65
2023-12-28,11.65
2023-12-29,11.65
2024-01-02,11.65
2024-01-03,11.65
2024-01-04,11.65
2024-01-05,11.65
2024-01-08,11.65
2024-01-09,11.65
2024-01-10,11.65
2024-01-11,11.65
2024-01-12,11.65
2024-01-15,11.65
2024-01-16,11.65
2024-01-17,11.65
2024-01-18,11.65
2024-01-19,11.65
2024-01-22,11.65
2024-01-23,11.65
2024-01-24,11.65
2024-01-25,11.65
2024-01-26,11.65
2024-01-29,11.65
2024-01-30,11.65
2024-01-31,11.65
2024-02-01,11.15
2024-02-02,11.15
2024-02-05,11.15
2024-02-06,11.15
2024-02-07,11.15
2024-02-08,11.15
2024-02-09,11.15
2024-02-14,11.15
2024-02-15,11.15
2024-02-16,11.15
2024-02-19,11.15
2024-02-20,11.15
2024-02-21,11.15
2024-02-22,11.15
2024-02-23,11.15
2024-02-26,11.15
2024-02-27,11.15
2024-02-28,11.15
2024-02-29,11.15
2024-03-01,11.15
2024-03-04,11.15
2024-03-05,11.15
2024-03-06,11.15
2024-03-07,11.15
2024-03-08,11.15
2024-03-11,11.15
2024-03-12,11.15
2024-03-13,11.15
2024-03-14,11.15
2024-03-15,11.15
2024-03-18,11.15
2024-03-19,11.15
2024-03-20,11.15
2024-03-21,10.65
2024-03-22,10.65
2024-03-25,10.65
2024-03-26,10.65
2024-03-27,10.65
2024-03-28,10.65
2024-04-01,10.65
2024-04-02,10.65
2024-04-03,10.65
2024-04-04,10.65
2024-04-05,10.65
2024-04-08,10.65
2024-04-09,10.65
2024-04-10,10.65
2024-04-11,10.65
2024-04-12,10.65
2024-04-15,10.65
2024-04-16,10.65
2024-04-17,10.65
2024-04-18,10.65
2024-04-19,10.65
2024-04-22,10.65
2024-04-23,10.65
2024-04-24,10.65
2024-04-25,10.65
2024-04-26,10.65
2024-04-29,10.65
2024-04-30,10.65
2024-05-02,10.65
2024-05-03,10.65
2024-05-06,10.65
2024-05-07,10.65
2024-05-08,10.65
2024-05-09,10.4
2024-05-10,10.4
2024-05-13,10.4
2024-05-14,10.4
2024-05-15,10.4
2024-05-16,10.4
2024-05-17,10.4
2024-05-20,10.4
2024-05-21,10.4
2024-05-22,10.4
2024-05-23,10.4
2024-05-24,10.4
2024-05-27,10.4
2024-05-28,10.4
2024-05-29,10.4
2024-05-31,10.4
2024-06-03,10.4
2024-06-04,10.4
2024-06-05,10.4
2024-06-06,10.4
2024-06-07,10.4
2024-06-10,10.4
2024-06-11,10.4
2024-06-12,10.4
2024-06-13,10.4
2024-06-14,10.4
2024-06-17,10.4
2024-06-18,10.4
2024-06-19,10.4
2024-06-20,10.4
2024-06-21,10.4
2024-06-24,10.4
2024-06-25,10.4
2024-06-26,10.4
2024-06-27,10.4
2024-06-28,10.4
2024-07-01,10.4
2024-07-02,10.4
2024-07-03,10.4
2024-07-04,10.4
2024-07-05,10.4
2024-07-08,10.4
2024-07-09,10.4
2024-07-10,10.4
2024-07-11,10.4
2024-07-12,10.4
2024-07-15,10.4
2024-07-16,10.4
2024-07-17,10.4
2024-07-18,10.4
2024-07-19,10.4
2024-07-22,10.4
2024-07-23,10.4
2024-07-24,10.4
2024-07-25,10.4
2024-07-26,10.4
2024-07-29,10.4
2024-07-30,10.4
2024-07-31,10.4
2024-08-01,10.4
2024-08-02,10.4
2024-08-05,10.4
2024-08-06,10.4
2024-08-07,10.4
2024-08-08,10.4
2024-08-09,10.4
2024-08-12,10.4
2024-08-13,10.4
2024-08-14,10.4
2024-08-15,10.4
2024-08-16,10.4
2024-08-19,10.4
2024-08-20,10.4
2024-08-21,10.4
2024-08-22,10.4
2024-08-23,10.4
2024-08-26,10.4
2024-08-27,10.4
2024-08-28,10.4
2024-08-29,10.4
2024-08-30,10.4
2024-09-02,10.4
2024-09-03,10.4
2024-09-04,10.4
2024-09-05,10.4
2024-09-06,10.4
2024-09-09,10.4
2024-09-10,10.4
2024-09-11,10.4
2024-09-12,10.4
2024-09-13,10.4
2024-09-16,10.4
2024-09-17,10.4
2024-09-18,10.4
2024-09-19,10.65
2024-09-20,10.65
2024-09-23,10.65
2024-09-24,10.65
2024-09-25,10.65
2024-09-26,10.65
2024-09-27,10.65
2024-09-30,10.65
2024-10-01,10.65
2024-10-02,10.65
2024-10-03,10.65
2024-10-04,10.65
2024-10-07,10.65
2024-10-08,10.65
2024-10-09,10.65
2024-10-10,10.65
2024-10-11,10.65
2024-10-14,10.65
2024-10-15,10.65
2024-10-16,10.65
2024-10-17,10.65
2024-10-18,10.65
2024-10-21,10.65
2024-10-22,10.65
2024-10-23,10.65
2024-10-24,10.65
2024-10-25,10.65
2024-10-28,10.65
2024-10-29,10.65
2024-10-30,10.65
2024-10-31,10.65
2024-11-01,10.65
2024-11-04,10.65
2024-11-05,10.65
2024-11-06,10.65
2024-11-07,11.15
2024-11-08,11.15
2024-11-11,11.15
2024-11-12,11.15
2024-11-13,11.15
2024-11-14,11.15
2024-11-18,11.15
2024-11-19,11.15
2024-11-21,11.15
2024-11-22,11.15
2024-11-25,11.15
2024-11-26,11.15
2024-11-27,11.15
2024-11-28,11.15
2024-11-29,11.15
2024-12-02,11.15
2024-12-03,11.15
2024-12-04,11.15
2024-12-05,11.15
2024-12-06,11.15
2024-12-09,11.15
2024-12-10,11.15
2024-12-11,11.15
2024-12-12,12.15
2024-12-13,12.15
2024-12-16,12.15
2024-12-17,12.15
2024-12-18,12.15
2024-12-19,12.15
2024-12-20,12.15
2024-12-23,12.15
2024-12-24,12.15
2024-12-26,12.15
2024-12-27,12.15
2024-12-30,12.15
2024-12-31,12.15
2025-01-02,12.15
2025-01-03,12.15
2025-01-06,12.15
2025-01-07,12.15
2025-01-08,12.15
2025-01-09,12.15
2025-01-10,12.15
2025-01-13,12.15
2025-01-14,12.15
2025-01-15,12.15
2025-01-16,12.15
2025-01-17,12.15
2025-01-20,12.15
2025-01-21,12.15
2025-01-22,12.15
2025-01-23,12.15
2025-01-24,12.15
2025-01-27,12.15
2025-01-28,12.15
2025-01-29,12.15
2025-01-30,13.15
2025-01-31,13.15
2025-02-03,13.15
2025-02-04,13.15
2025-02-05,13.15
2025-02-06,13.15
2025-02-07,13.15
2025-02-10,13.15
2025-02-11,13.15
2025-02-12,13.15
2025-02-13,13.15
2025-02-14,13.15
2025-02-17,13.15
2025-02-18,13.15
2025-02-19,13.15
2025-02-20,13.15
2025-02-21,13.15
2025-02-24,13.15
2025-02-25,13.15
2025-02-26,13.15
2025-02-27,13.15
2025-02-28,13.15
2025-03-05,13.15
2025-03-06,13.15
2025-03-07,13.15
2025-03-10,13.15
2025-03-11,13.15
2025-03-12,13.15
2025-03-13,13.15
2025-03-14,13.15
2025-03-17,13.15
2025-03-18,13.15
2025-03-19,13.15
2025-03-20,14.15
2025-03-21,14.15
2025-03-24,14.15
2025-03-25,14.15
2025-03-26,14.15
2025-03-27,14.15
2025-03-28,14.15
2025-03-31,14.15
2025-04-01,14.15
2025-04-02,14.15
2025-04-03,14.15
2025-04-04,14.15
2025-04-07,14.15
2025-04-08,14.15
2025-04-09,14.15
2025-04-10,14.15
2025-04-11,14.15
2025-04-14,14.15
2025-04-15,14.15
2025-04-16,14.15
2025-04-17,14.15
2025-04-22,14.15
2025-04-23,14.15
2025-04-24,14.15
2025-04-25,14.15
2025-04-28,14.15
2025-04-29,14.15
2025-04-30,14.15
2025-05-02,14.15
2025-05-05,14.15
2025-05-06,14.15
2025-05-07,14.15
2025-05-08,14.65
2025-05-09,14.65
2025-05-12,14.65
2025-05-13,14.65
2025-05-14,14.65
2025-05-15,14.65
2025-05-16,14.65
2025-05-19,14.65
2025-05-20,14.65
2025-05-21,14.65
2025-05-22,14.65
2025-05-23,14.65
2025-05-26,14.65
2025-05-27,14.65
2025-05-28,14.65
2025-05-29,14.65
2025-05-30,14.65
2025-06-02,14.65
2025-06-03,14.65
2025-06-04,14.65
2025-06-05,14.65
2025-06-06,14.65
2025-06-09,14.65
2025-06-10,14.65
2025-06-11,14.65
2025-06-12,14.65
2025-06-13,14.65
2025-06-16,14.65
2025-06-17,14.65
2025-06-18,14.65
2025-06-20,14.9
2025-06-23,14.9
2025-06-24,14.9
2025-06-25,14.9
2025-06-26,14.9
2025-06-27,14.9
2025-06-30,14.9
2025-07-01,14.9
2025-07-02,14.9
2025-07-03,14.9
2025-07-04,14.9
2025-07-07,14.9
2025-07-08,14.9
2025-07-09,14.9
2025-07-10,14.9
2025-07-11,14.9
2025-07-14,14.9
2025-07-15,14.9
2025-07-16,14.9
2025-07-17,14.9
2025-07-18,14.9
2025-07-21,14.9
2025-07-22,14.9
2025-07-23,14.9
2025-07-24,14.9
2025-07-25,14.9
2025-07-28,14.9
2025-07-29,14.9
2025-07-30,14.9
2025-07-31,14.9
2025-08-01,14.9
2025-08-04,14.9
2025-08-05,14.9
2025-08-06,14.9
2025-08-07,14.9
2025-08-08,14.9
2025-08-11,14.9
2025-08-12,14.9
2025-08-13,14.9
2025-08-14,14.9
2025-08-15,14.9
2025-08-18,14.9
2025-08-19,14.9
2025-08-20,14.9
2025-08-21,14.9
2025-08-22,14.9
2025-08-25,14.9
2025-08-26,14.9
2025-08-27,14.9
2025-08-28,14.9
2025-08-29,14.9
2025-09-01,14.9
2025-09-02,14.9
2025-09-03,14.9
2025-09-04,14.9
2025-09-05,14.9
2025-09-08,14.9
2025-09-09,14.9
2025-09-10,14.9
2025-09-11,14.9
2025-09-12,14.9
2025-09-15,14.9
2025-09-16,14.9
2025-09-17,14.9
2025-09-18,14.9
2025-09-19,14.9
2025-09-22,14.9
2025-09-23,14.9
2025-09-24,14.9
2025-09-25,14.9
2025-09-26,14.9
2025-09-29,14.9
2025-09-30,14.9
2025-10-01,14.9
2025-10-02,14.9
2025-10-03,14.9
2025-10-06,14.9
2025-10-07,14.9
2025-10-08,14.9
2025-10-09,14.9
2025-10-10,14.9
2025-10-13,14.9
2025-10-14,14.9
2025-10-15,14.9
2025-10-16,14.9
2025-10-17,14.9
2025-10-20,14.9
2025-10-21,14.9
2025-10-22,14.9
2025-10-23,14.9
2025-10-24,14.9
2025-10-27,14.9
2025-10-28,14.9
2025-10-29,14.9
2025-10-30,14.9
2025-10-31,14.9
2025-11-03,14.9
2025-11-04,14.9
2025-11-05,14.9
2025-11-06,14.9
2025-11-07,14.9
2025-11-10,14.9
2025-11-11,14.9
2025-11-12,14.9
2025-11-13,14.9
2025-11-14,14.9
2025-11-17,14.9
2025-11-18,14.9
2025-11-19,14.9
2025-11-21,14.9
2025-11-24,14.9
2025-11-25,14.9
2025-11-26,14.9
2025-11-27,14.9
2025-11-28,14.9
2025-12-01,14.9
2025-12-02,14.9
2025-12-03,14.9
2025-12-04,14.9
2025-12-05,14.9
2025-12-08,14.9
2025-12-09,14.9
2025-12-10,14.9
2025-12-11,14.9
2025-12-12,14.9
2025-12-15,14.9
2025-12-16,14.9
2025-12-17,14.9
2025-12-18,14.9
2025-12-19,14.9
2025-12-22,14.9
2025-12-23,14.9
2025-12-24,14.9
2025-12-26,14.9
2025-12-29,14.9
2025-12-30,14.9
2025-12-31,14.9
2026-01-02,14.9
2026-01-05,14.9
2026-01-06,14.9
2026-01-07,14.9
2026-01-08,14.9
2026-01-09,14.9
2026-01-12,14.9
2026-01-13,14.9
2026-01-14,14.9
2026-01-15,14.9
2026-01-16,14.9
2026-01-19,14.9
2026-01-20,14.9
2026-01-21,14.9
2026-01-22,14.9
2026-01-23,14.9
2026-01-26,14.9
2026-01-27,14.9
2026-01-28,14.9
2026-01-29,14.9
2026-01-30,14.9
2026-02-02,14.9
2026-02-03,14.9
2026-02-04,14.9
2026-02-05,14.9
2026-02-06,14.9
2026-02-09,14.9
2026-02-10,14.9
2026-02-11,14.9
2026-02-12,14.9
2026-02-13,14.9
2026-02-18,14.9
2026-02-19,14.9
2026-02-20,14.9
2026-02-23,14.9
2026-02-24,14.9
2026-02-25,14.9
2026-02-26,14.9
2026-02-27,14.9
2026-03-02,14.9
2026-03-03,14.9
2026-03-04,14.9
2026-03-05,14.9
2026-03-06,14.9
2026-03-09,14.9
2026-03-10,14.9
2026-03-11,14.9
2026-03-12,14.9
2026-03-13,14.9
2026-03-16,14.9
2026-03-17,14.9
2026-03-18,14.9
2026-03-19,14.65
2026-03-20,14.65
2026-03-23,14.65
2026-03-24,14.65
2026-03-25,14.65
2026-03-26,14.65
2026-03-27,14.65
2026-03-30,14.65
2026-03-31,14.65
2026-04-01,14.65
2026-04-02,14.65
2026-04-06,14.65
2026-04-07,14.65
2026-04-08,14.65
2026-04-09,14.65
2026-04-10,14.65
2026-04-13,14.65
2026-04-14,14.65
2026-04-15,14.65
2026-04-16,14.65
2026-04-17,14.65
2026-04-20,14.65
2026-04-22,14.65
2026-04-23,14.65
2026-04-24,14.65
2026-04-27,14.65
2026-04-28,14.65
2026-04-29,14.65
2026-04-30,14.4
2026-05-04,14.4
2026-05-05,14.4
2026-05-06,14.4
2026-05-07,14.4
2026-05-08,14.4
2026-05-11,14.4
2026-05-12,14.4
2026-05-13,14.4
2026-05-14,14.4
2026-05-15,14.4
2026-05-18,14.4
2026-05-19,14.4
2026-05-20,14.4
2026-05-21,14.4
2026-05-22,14.4
2026-05-25,14.4
2026-05-26,14.4
2026-05-27,14.4
2026-05-28,14.4
2026-05-29,14.4
2026-06-01,14.4
2026-06-02,14.4
2026-06-03,14.4
2026-06-05,14.4
2026-06-08,14.4
2026-06-09,14.4
2026-06-10,14.4
2026-06-11,14.4
2026-06-12,14.4
2026-06-15,14.4
2026-06-16,14.4
